gene_symbol,Previous_Symbol,Updated_Symbol,Labonte_genes,Ding_genes,Ramaker_genes
NELL1,IDH3GL,NELL1,NELL1,NELL1,NELL1
NELL1,NRP1,NELL1,NELL1,NELL1,NELL1
ANO5,GDD1,ANO5,ANO5,NA,ANO5
ANO5,LGMD2L,ANO5,ANO5,NA,ANO5
ANO5,LGMDR12,ANO5,ANO5,NA,ANO5
ANO5,TMEM16E,ANO5,ANO5,NA,ANO5
SLC17A6,DNPI,SLC17A6,NA,SLC17A6,SLC17A6
SLC17A6,VGLUT2,SLC17A6,NA,SLC17A6,SLC17A6
FANCF,FAF,FANCF,FANCF,NA,FANCF
GAS2,GAS-2,GAS2,GAS2,GAS2,GAS2
SVIP,-,SVIP,SVIP,NA,SVIP
CCDC179,-,CCDC179,NA,NA,CCDC179
LUZP2,KFSP2566,LUZP2,LUZP2,LUZP2,LUZP2
LUZP2,PRO6246,LUZP2,LUZP2,LUZP2,LUZP2
ANO3,C11orf25,ANO3,ANO3,NA,ANO3
ANO3,DYT23,ANO3,ANO3,NA,ANO3
ANO3,DYT24,ANO3,ANO3,NA,ANO3
ANO3,GENX-3947,ANO3,ANO3,NA,ANO3
ANO3,TMEM16C,ANO3,ANO3,NA,ANO3
MUC15,MUC-15,MUC15,NA,NA,MUC15
MUC15,PAS3,MUC15,NA,NA,MUC15
MUC15,PASIII,MUC15,NA,NA,MUC15
SLC5A12,SMCT2,SLC5A12,SLC5A12,NA,SLC5A12
FIBIN,-,FIBIN,FIBIN,FIBIN,FIBIN
BBOX1,BBH,BBOX1,BBOX1,BBOX1,BBOX1
BBOX1,BBOX,BBOX1,BBOX1,BBOX1,BBOX1
BBOX1,G-BBH,BBOX1,BBOX1,BBOX1,BBOX1
BBOX1,GAMMA-BBH,BBOX1,BBOX1,BBOX1,BBOX1
CCDC34,L15,CCDC34,CCDC34,CCDC34,CCDC34
CCDC34,NY-REN-41,CCDC34,CCDC34,CCDC34,CCDC34
CCDC34,RAMA3,CCDC34,CCDC34,CCDC34,CCDC34
LGR4,BNMD17,LGR4,LGR4,NA,LGR4
LGR4,GPR48,LGR4,LGR4,NA,LGR4
LIN7C,LIN-7-C,LIN7C,LIN7C,LIN7C,LIN7C
LIN7C,LIN-7C,LIN7C,LIN7C,LIN7C,LIN7C
LIN7C,MALS-3,LIN7C,LIN7C,LIN7C,LIN7C
LIN7C,MALS3,LIN7C,LIN7C,LIN7C,LIN7C
LIN7C,VELI3,LIN7C,LIN7C,LIN7C,LIN7C
BDNF,ANON2,BDNF,BDNF,BDNF,BDNF
BDNF,BULN2,BDNF,BDNF,BDNF,BDNF
KIF18A,MS-KIF18A,KIF18A,KIF18A,NA,KIF18A
KIF18A,PPP1R99,KIF18A,KIF18A,NA,KIF18A
METTL15,METT5D1,METTL15,METTL15,NA,METTL15
KCNA4,HBK4,KCNA4,KCNA4,KCNA4,KCNA4
KCNA4,HK1,KCNA4,KCNA4,KCNA4,KCNA4
KCNA4,HPCN2,KCNA4,KCNA4,KCNA4,KCNA4
KCNA4,HUKII,KCNA4,KCNA4,KCNA4,KCNA4
KCNA4,KCNA4L,KCNA4,KCNA4,KCNA4,KCNA4
KCNA4,KCNA8,KCNA4,KCNA4,KCNA4,KCNA4
KCNA4,KV1.4,KCNA4,KCNA4,KCNA4,KCNA4
KCNA4,MCIDDS,KCNA4,KCNA4,KCNA4,KCNA4
KCNA4,PCN2,KCNA4,KCNA4,KCNA4,KCNA4
FSHB,HH24,FSHB,NA,NA,FSHB
ARL14EP,ARF7EP,ARL14EP,ARL14EP,C11orf46,ARL14EP
ARL14EP,C11orf46,ARL14EP,ARL14EP,C11orf46,ARL14EP
ARL14EP,DJ299F11.1,ARL14EP,ARL14EP,C11orf46,ARL14EP
MPPED2,239FB,MPPED2,MPPED2,MPPED2,MPPED2
MPPED2,C11orf8,MPPED2,MPPED2,MPPED2,MPPED2
DCDC5,NA,DCDC1,DCDC1,NA,DCDC1
DCDC1,DCDC5,DCDC1,DCDC1,NA,DCDC1
DNAJC24,DPH4,DNAJC24,DNAJC24,NA,DNAJC24
DNAJC24,JJJ3,DNAJC24,DNAJC24,NA,DNAJC24
DNAJC24,ZCSL3,DNAJC24,DNAJC24,NA,DNAJC24
IMMP1L,IMMP1,IMMP1L,IMMP1L,NA,IMMP1L
IMMP1L,IMP1,IMMP1L,IMMP1L,NA,IMMP1L
IMMP1L,IMP1-LIKE,IMMP1L,IMMP1L,NA,IMMP1L
ELP4,AN,ELP4,ELP4,ELP4,ELP4
ELP4,AN2,ELP4,ELP4,ELP4,ELP4
ELP4,C11orf19,ELP4,ELP4,ELP4,ELP4
ELP4,PAX6NEB,ELP4,ELP4,ELP4,ELP4
ELP4,PAXNEB,ELP4,ELP4,ELP4,ELP4
ELP4,DJ68P15A.1,ELP4,ELP4,ELP4,ELP4
ELP4,HELP4,ELP4,ELP4,ELP4,ELP4
PAX6,AN,PAX6,PAX6,PAX6,PAX6
PAX6,AN1,PAX6,PAX6,PAX6,PAX6
PAX6,AN2,PAX6,PAX6,PAX6,PAX6
PAX6,ASGD5,PAX6,PAX6,PAX6,PAX6
PAX6,D11S812E,PAX6,PAX6,PAX6,PAX6
PAX6,FVH1,PAX6,PAX6,PAX6,PAX6
PAX6,MGDA,PAX6,PAX6,PAX6,PAX6
PAX6,WAGR,PAX6,PAX6,PAX6,PAX6
RCN1,HEL-S-84,RCN1,RCN1,RCN1,RCN1
RCN1,PIG20,RCN1,RCN1,RCN1,RCN1
RCN1,RCAL,RCN1,RCN1,RCN1,RCN1
RCN1,RCN,RCN1,RCN1,RCN1,RCN1
WT1,AWT1,WT1,NA,NA,WT1
WT1,GUD,WT1,NA,NA,WT1
WT1,NPHS4,WT1,NA,NA,WT1
WT1,WAGR,WT1,NA,NA,WT1
WT1,WIT-2,WT1,NA,NA,WT1
WT1,WT33,WT1,NA,NA,WT1
EIF3M,B5,EIF3M,EIF3M,EIF3M,EIF3M
EIF3M,GA17,EIF3M,EIF3M,EIF3M,EIF3M
EIF3M,PCID1,EIF3M,EIF3M,EIF3M,EIF3M
EIF3M,TANGO7,EIF3M,EIF3M,EIF3M,EIF3M
EIF3M,HFL-B5,EIF3M,EIF3M,EIF3M,EIF3M
CCDC73,NY-SAR-79,CCDC73,CCDC73,NA,CCDC73
PRRG4,PRGP4,PRRG4,PRRG4,NA,PRRG4
PRRG4,TMG4,PRRG4,PRRG4,NA,PRRG4
QSER1,-,QSER1,QSER1,QSER1,QSER1
DEPDC7,TR2,DEPDC7,DEPDC7,NA,DEPDC7
DEPDC7,DJ85M6.4,DEPDC7,DEPDC7,NA,DEPDC7
TCP11L1,DJ85M6.3,TCP11L1,TCP11L1,NA,TCP11L1
CSTF3,CSTF-77,CSTF3,CSTF3,CSTF3,CSTF3
HIPK3,DYRK6,HIPK3,HIPK3,NA,HIPK3
HIPK3,FIST3,HIPK3,HIPK3,NA,HIPK3
HIPK3,PKY,HIPK3,HIPK3,NA,HIPK3
HIPK3,YAK1,HIPK3,HIPK3,NA,HIPK3
KIAA1549L,C11orf41,KIAA1549L,KIAA1549L,C11orf41,KIAA1549L
KIAA1549L,C11orf69,KIAA1549L,KIAA1549L,C11orf41,KIAA1549L
KIAA1549L,G2,KIAA1549L,KIAA1549L,C11orf41,KIAA1549L
C11orf91,-,C11orf91,NA,NA,C11orf91
CD59,16.3A5,CD59,CD59,CD59,CD59
CD59,1F5,CD59,CD59,CD59,CD59
CD59,EJ16,CD59,CD59,CD59,CD59
CD59,EJ30,CD59,CD59,CD59,CD59
CD59,EL32,CD59,CD59,CD59,CD59
CD59,G344,CD59,CD59,CD59,CD59
CD59,HRF-20,CD59,CD59,CD59,CD59
CD59,HRF20,CD59,CD59,CD59,CD59
CD59,MAC-IP,CD59,CD59,CD59,CD59
CD59,MACIF,CD59,CD59,CD59,CD59
CD59,MEM43,CD59,CD59,CD59,CD59
CD59,MIC11,CD59,CD59,CD59,CD59
CD59,MIN1,CD59,CD59,CD59,CD59
CD59,MIN2,CD59,CD59,CD59,CD59
CD59,MIN3,CD59,CD59,CD59,CD59
CD59,MIRL,CD59,CD59,CD59,CD59
CD59,MSK21,CD59,CD59,CD59,CD59
CD59,P18-20,CD59,CD59,CD59,CD59
FBXO3,FBA,FBXO3,FBXO3,FBXO3,FBXO3
FBXO3,FBX3,FBXO3,FBXO3,FBXO3,FBXO3
LMO2,LMO-2,LMO2,LMO2,LMO2,LMO2
LMO2,RBTN2,LMO2,LMO2,LMO2,LMO2
LMO2,RBTNL1,LMO2,LMO2,LMO2,LMO2
LMO2,RHOM2,LMO2,LMO2,LMO2,LMO2
LMO2,TTG2,LMO2,LMO2,LMO2,LMO2
CAPRIN1,GPIAP1,CAPRIN1,CAPRIN1,CAPRIN1,CAPRIN1
CAPRIN1,GPIP137,CAPRIN1,CAPRIN1,CAPRIN1,CAPRIN1
CAPRIN1,GRIP137,CAPRIN1,CAPRIN1,CAPRIN1,CAPRIN1
CAPRIN1,M11S1,CAPRIN1,CAPRIN1,CAPRIN1,CAPRIN1
CAPRIN1,RNG105,CAPRIN1,CAPRIN1,CAPRIN1,CAPRIN1
CAPRIN1,P137GPI,CAPRIN1,CAPRIN1,CAPRIN1,CAPRIN1
NAT10,ALP,NAT10,NAT10,NAT10,NAT10
NAT10,KRE33,NAT10,NAT10,NAT10,NAT10
NAT10,NET43,NAT10,NAT10,NAT10,NAT10
ABTB2,ABTB2A,ABTB2,ABTB2,ABTB2,ABTB2
ABTB2,BTBD22,ABTB2,ABTB2,ABTB2,ABTB2
CAT,-,CAT,CAT,CAT,CAT
ELF5,ESE2,ELF5,NA,NA,ELF5
EHF,ESE3,EHF,EHF,NA,EHF
EHF,ESE3B,EHF,EHF,NA,EHF
EHF,ESEJ,EHF,EHF,NA,EHF
APIP,APIP2,APIP,APIP,APIP,APIP
APIP,CGI-29,APIP,APIP,APIP,APIP
APIP,CGI29,APIP,APIP,APIP,APIP
APIP,MMRP19,APIP,APIP,APIP,APIP
APIP,HAPIP,APIP,APIP,APIP,APIP
PDHX,DLDBP,PDHX,PDHX,PDHX,PDHX
PDHX,E3BP,PDHX,PDHX,PDHX,PDHX
PDHX,OPDX,PDHX,PDHX,PDHX,PDHX
PDHX,PDHXD,PDHX,PDHX,PDHX,PDHX
PDHX,PDX1,PDHX,PDHX,PDHX,PDHX
PDHX,PROX,PDHX,PDHX,PDHX,PDHX
CD44,CDW44,CD44,CD44,NA,CD44
CD44,CSPG8,CD44,CD44,NA,CD44
CD44,ECMR-III,CD44,CD44,NA,CD44
CD44,HCELL,CD44,CD44,NA,CD44
CD44,HUTCH-I,CD44,CD44,NA,CD44
CD44,IN,CD44,CD44,NA,CD44
CD44,LHR,CD44,CD44,NA,CD44
CD44,MC56,CD44,CD44,NA,CD44
CD44,MDU2,CD44,CD44,NA,CD44
CD44,MDU3,CD44,CD44,NA,CD44
CD44,MIC4,CD44,CD44,NA,CD44
CD44,PGP1,CD44,CD44,NA,CD44
SLC1A2,EAAT2,SLC1A2,SLC1A2,SLC1A2,SLC1A2
SLC1A2,EIEE41,SLC1A2,SLC1A2,SLC1A2,SLC1A2
SLC1A2,GLT-1,SLC1A2,SLC1A2,SLC1A2,SLC1A2
SLC1A2,HBGT,SLC1A2,SLC1A2,SLC1A2,SLC1A2
PAMR1,DKFZP586H2123,PAMR1,PAMR1,NA,PAMR1
PAMR1,FP938,PAMR1,PAMR1,NA,PAMR1
PAMR1,RAMP,PAMR1,PAMR1,NA,PAMR1
FJX1,-,FJX1,FJX1,FJX1,FJX1
TRIM44,AN3,TRIM44,TRIM44,TRIM44,TRIM44
TRIM44,DIPB,TRIM44,TRIM44,TRIM44,TRIM44
TRIM44,HSA249128,TRIM44,TRIM44,TRIM44,TRIM44
TRIM44,MC7,TRIM44,TRIM44,TRIM44,TRIM44
LDLRAD3,LRAD3,LDLRAD3,LDLRAD3,LDLRAD3,LDLRAD3
COMMD9,C11orf55,COMMD9,COMMD9,COMMD9,COMMD9
COMMD9,HSPC166,COMMD9,COMMD9,COMMD9,COMMD9
COMMD9,LINC00610,COMMD9,COMMD9,COMMD9,COMMD9
PRR5L,PROTOR2,PRR5L,PRR5L,NA,PRR5L
TRAF6,MGC:3310,TRAF6,TRAF6,TRAF6,TRAF6
TRAF6,RNF85,TRAF6,TRAF6,TRAF6,TRAF6
RAG1,RAG-1,RAG1,RAG1,NA,RAG1
RAG1,RNF74,RAG1,RAG1,NA,RAG1
RAG2,RAG-2,RAG2,NA,NA,RAG2
C11orf74,HEPIS,C11orf74,C11orf74,C11orf74,C11orf74
C11orf74,NWC,C11orf74,C11orf74,C11orf74,C11orf74
LRRC4C,NGL-1,LRRC4C,LRRC4C,LRRC4C,LRRC4C
LRRC4C,NGL1,LRRC4C,LRRC4C,LRRC4C,LRRC4C
API5,AAC-11,API5,API5,API5,API5
API5,AAC11,API5,API5,API5,API5
TTC17,-,TTC17,TTC17,TTC17,TTC17
HSD17B12,KAR,HSD17B12,HSD17B12,HSD17B12,HSD17B12
HSD17B12,SDR12C1,HSD17B12,HSD17B12,HSD17B12,HSD17B12
ALKBH3,ABH3,ALKBH3,ALKBH3,ALKBH3,ALKBH3
ALKBH3,DEPC-1,ALKBH3,ALKBH3,ALKBH3,ALKBH3
ALKBH3,DEPC1,ALKBH3,ALKBH3,ALKBH3,ALKBH3
ALKBH3,PCA1,ALKBH3,ALKBH3,ALKBH3,ALKBH3
ALKBH3,HABH3,ALKBH3,ALKBH3,ALKBH3,ALKBH3
C11orf96,AG2,C11orf96,C11orf96,NA,C11orf96
ACCSL,-,ACCSL,NA,NA,ACCSL
ACCS,ACS,ACCS,ACCS,NA,ACCS
ACCS,PHACS,ACCS,ACCS,NA,ACCS
EXT2,SOTV,EXT2,EXT2,EXT2,EXT2
EXT2,SSMS,EXT2,EXT2,EXT2,EXT2
ALX4,CRS5,ALX4,NA,NA,ALX4
ALX4,FND2,ALX4,NA,NA,ALX4
CD82,4F9,CD82,CD82,CD82,CD82
CD82,C33,CD82,CD82,CD82,CD82
CD82,GR15,CD82,CD82,CD82,CD82
CD82,IA4,CD82,CD82,CD82,CD82
CD82,KAI1,CD82,CD82,CD82,CD82
CD82,R2,CD82,CD82,CD82,CD82
CD82,SAR2,CD82,CD82,CD82,CD82
CD82,ST6,CD82,CD82,CD82,CD82
CD82,TSPAN27,CD82,CD82,CD82,CD82
TSPAN18,TSPAN,TSPAN18,TSPAN18,NA,TSPAN18
TP53I11,PIG11,TP53I11,TP53I11,TP53I11,TP53I11
PRDM11,PFM8,PRDM11,PRDM11,PRDM11,PRDM11
LOC101060179,-,LOC101060179,NA,NA,NA
SYT13,-,SYT13,SYT13,SYT13,SYT13
CHST1,C6ST,CHST1,CHST1,CHST1,CHST1
CHST1,GST-1,CHST1,CHST1,CHST1,CHST1
CHST1,KS6ST,CHST1,CHST1,CHST1,CHST1
CHST1,KSGAL6ST,CHST1,CHST1,CHST1,CHST1
CHST1,KSST,CHST1,CHST1,CHST1,CHST1
SLC35C1,CDG2C,SLC35C1,SLC35C1,SLC35C1,SLC35C1
SLC35C1,FUCT1,SLC35C1,SLC35C1,SLC35C1,SLC35C1
CRY2,HCRY2,CRY2,CRY2,CRY2,CRY2
CRY2,PHLL2,CRY2,CRY2,CRY2,CRY2
MAPK8IP1,IB1,MAPK8IP1,MAPK8IP1,MAPK8IP1,MAPK8IP1
MAPK8IP1,JIP-1,MAPK8IP1,MAPK8IP1,MAPK8IP1,MAPK8IP1
MAPK8IP1,JIP1,MAPK8IP1,MAPK8IP1,MAPK8IP1,MAPK8IP1
MAPK8IP1,PRKM8IP,MAPK8IP1,MAPK8IP1,MAPK8IP1,MAPK8IP1
PEX16,PBD8A,PEX16,PEX16,PEX16,PEX16
PEX16,PBD8B,PEX16,PEX16,PEX16,PEX16
GYLTL1B,NA,LARGE2,NA,NA,LARGE2
PHF21A,BHC80,PHF21A,PHF21A,PHF21A,PHF21A
PHF21A,BM-006,PHF21A,PHF21A,PHF21A,PHF21A
CREB3L1,OASIS,CREB3L1,CREB3L1,CREB3L1,CREB3L1
CREB3L1,OI16,CREB3L1,CREB3L1,CREB3L1,CREB3L1
DGKZ,DAGK5,DGKZ,DGKZ,DGKZ,DGKZ
DGKZ,DAGK6,DGKZ,DGKZ,DGKZ,DGKZ
DGKZ,DGK-ZETA,DGKZ,DGKZ,DGKZ,DGKZ
DGKZ,HDGKZETA,DGKZ,DGKZ,DGKZ,DGKZ
MDK,ARAP,MDK,MDK,MDK,MDK
MDK,MK,MDK,MDK,MDK,MDK
MDK,NEGF2,MDK,MDK,MDK,MDK
CHRM4,HM4,CHRM4,CHRM4,NA,CHRM4
CHRM4,M4R,CHRM4,CHRM4,NA,CHRM4
AMBRA1,DCAF3,AMBRA1,AMBRA1,AMBRA1,AMBRA1
AMBRA1,WDR94,AMBRA1,AMBRA1,AMBRA1,AMBRA1
HARBI1,C11orf77,HARBI1,HARBI1,NA,HARBI1
ATG13,KIAA0652,ATG13,ATG13,KIAA0652,ATG13
ATG13,PARATARG8,ATG13,ATG13,KIAA0652,ATG13
ARHGAP1,CDC42GAP,ARHGAP1,ARHGAP1,ARHGAP1,ARHGAP1
ARHGAP1,RHOGAP,ARHGAP1,ARHGAP1,ARHGAP1,ARHGAP1
ARHGAP1,RHOGAP1,ARHGAP1,ARHGAP1,ARHGAP1,ARHGAP1
ARHGAP1,P50RHOGAP,ARHGAP1,ARHGAP1,ARHGAP1,ARHGAP1
ZNF408,EVR6,ZNF408,ZNF408,ZNF408,ZNF408
ZNF408,RP72,ZNF408,ZNF408,ZNF408,ZNF408
F2,PT,F2,NA,NA,F2
F2,RPRGL2,F2,NA,NA,F2
F2,THPH1,F2,NA,NA,F2
CKAP5,CHTOG,CKAP5,CKAP5,CKAP5,CKAP5
CKAP5,MSPS,CKAP5,CKAP5,CKAP5,CKAP5
CKAP5,TOG,CKAP5,CKAP5,CKAP5,CKAP5
CKAP5,TOGP,CKAP5,CKAP5,CKAP5,CKAP5
CKAP5,CH-TOG,CKAP5,CKAP5,CKAP5,CKAP5
LRP4,CLSS,LRP4,LRP4,LRP4,LRP4
LRP4,CMS17,LRP4,LRP4,LRP4,LRP4
LRP4,LRP-4,LRP4,LRP4,LRP4,LRP4
LRP4,LRP10,LRP4,LRP4,LRP4,LRP4
LRP4,MEGF7,LRP4,LRP4,LRP4,LRP4
LRP4,SOST2,LRP4,LRP4,LRP4,LRP4
C11orf49,-,C11orf49,C11orf49,C11orf49,C11orf49
ARFGAP2,IRZ,ARFGAP2,ARFGAP2,ARFGAP2,ARFGAP2
ARFGAP2,NBLA10535,ARFGAP2,ARFGAP2,ARFGAP2,ARFGAP2
ARFGAP2,ZFP289,ARFGAP2,ARFGAP2,ARFGAP2,ARFGAP2
ARFGAP2,ZNF289,ARFGAP2,ARFGAP2,ARFGAP2,ARFGAP2
PACSIN3,SDPIII,PACSIN3,PACSIN3,PACSIN3,PACSIN3
DDB2,DDBB,DDB2,DDB2,DDB2,DDB2
DDB2,UV-DDB2,DDB2,DDB2,DDB2,DDB2
DDB2,XPE,DDB2,DDB2,DDB2,DDB2
ACP2,LAP,ACP2,ACP2,ACP2,ACP2
NR1H3,LXR-A,NR1H3,NR1H3,NR1H3,NR1H3
NR1H3,LXRA,NR1H3,NR1H3,NR1H3,NR1H3
NR1H3,RLD-1,NR1H3,NR1H3,NR1H3,NR1H3
MADD,DENN,MADD,MADD,MADD,MADD
MADD,IG20,MADD,MADD,MADD,MADD
MADD,RAB3GEP,MADD,MADD,MADD,MADD
MYBPC3,CMD1MM,MYBPC3,NA,MYBPC3,MYBPC3
MYBPC3,CMH4,MYBPC3,NA,MYBPC3,MYBPC3
MYBPC3,FHC,MYBPC3,NA,MYBPC3,MYBPC3
MYBPC3,LVNC10,MYBPC3,NA,MYBPC3,MYBPC3
MYBPC3,MYBP-C,MYBPC3,NA,MYBPC3,MYBPC3
MYBPC3,CMYBP-C,MYBPC3,NA,MYBPC3,MYBPC3
SPI1,OF,SPI1,SPI1,NA,SPI1
SPI1,PU.1,SPI1,SPI1,NA,SPI1
SPI1,SFPI1,SPI1,SPI1,NA,SPI1
SPI1,SPI-1,SPI1,SPI1,NA,SPI1
SPI1,SPI-A,SPI1,SPI1,NA,SPI1
SLC39A13,EDSSPD3,SLC39A13,SLC39A13,SLC39A13,SLC39A13
SLC39A13,LZT-HS9,SLC39A13,SLC39A13,SLC39A13,SLC39A13
SLC39A13,SCDEDS,SLC39A13,SLC39A13,SLC39A13,SLC39A13
SLC39A13,ZIP13,SLC39A13,SLC39A13,SLC39A13,SLC39A13
PSMC3,TBP1,PSMC3,PSMC3,PSMC3,PSMC3
RAPSN,CMS11,RAPSN,FADS2,FADS2,RAPSN
RAPSN,CMS4C,RAPSN,FADS2,FADS2,RAPSN
RAPSN,FADS,RAPSN,FADS2,FADS2,RAPSN
RAPSN,FADS2,RAPSN,FADS2,FADS2,RAPSN
RAPSN,RAPSYN,RAPSN,FADS2,FADS2,RAPSN
RAPSN,RNF205,RAPSN,FADS2,FADS2,RAPSN
CELF1,BRUNOL2,CELF1,CELF1,CUGBP1,CELF1
CELF1,CUG-BP,CELF1,CELF1,CUGBP1,CELF1
CELF1,CUGBP,CELF1,CELF1,CUGBP1,CELF1
CELF1,CUGBP1,CELF1,CELF1,CUGBP1,CELF1
CELF1,EDEN-BP,CELF1,CELF1,CUGBP1,CELF1
CELF1,NAB50,CELF1,CELF1,CUGBP1,CELF1
CELF1,NAPOR,CELF1,CELF1,CUGBP1,CELF1
CELF1,HNAB50,CELF1,CELF1,CUGBP1,CELF1
PTPMT1,DUSP23,PTPMT1,PTPMT1,DUSP23,PTPMT1
PTPMT1,MOSP,PTPMT1,PTPMT1,DUSP23,PTPMT1
PTPMT1,PLIP,PTPMT1,PTPMT1,DUSP23,PTPMT1
PTPMT1,PNAS-129,PTPMT1,PTPMT1,DUSP23,PTPMT1
KBTBD4,BKLHD4,KBTBD4,NA,KBTBD4,KBTBD4
KBTBD4,HSPC252,KBTBD4,NA,KBTBD4,KBTBD4
NDUFS3,CI-30,NDUFS3,NDUFS3,NDUFS3,NDUFS3
NDUFS3,MC1DN8,NDUFS3,NDUFS3,NDUFS3,NDUFS3
FAM180B,-,FAM180B,NA,NA,FAM180B
C1QTNF4,CTRP4,C1QTNF4,C1QTNF4,C1QTNF4,C1QTNF4
C1QTNF4,ZACRP4,C1QTNF4,C1QTNF4,C1QTNF4,C1QTNF4
MTCH2,HSPC032,MTCH2,MTCH2,MTCH2,MTCH2
MTCH2,MIMP,MTCH2,MTCH2,MTCH2,MTCH2
MTCH2,SLC25A50,MTCH2,MTCH2,MTCH2,MTCH2
AGBL2,CCP2,AGBL2,AGBL2,NA,AGBL2
FNBP4,FBP30,FNBP4,FNBP4,FNBP4,FNBP4
NUP160,NPHS19,NUP160,NUP160,NA,NUP160
PTPRJ,CD148,PTPRJ,PTPRJ,NA,PTPRJ
PTPRJ,DEP1,PTPRJ,PTPRJ,NA,PTPRJ
PTPRJ,HPTPETA,PTPRJ,PTPRJ,NA,PTPRJ
PTPRJ,R-PTP-ETA,PTPRJ,PTPRJ,NA,PTPRJ
PTPRJ,SCC1,PTPRJ,PTPRJ,NA,PTPRJ
OR4B1,OR11-106,OR4B1,NA,NA,OR4B1
OR4B1,OST208,OR4B1,NA,NA,OR4B1
OR4X2,OR11-105,OR4X2,NA,NA,OR4X2
OR4X1,OR11-104,OR4X1,NA,NA,OR4X1
OR4S1,OR11-100,OR4S1,NA,NA,OR4S1
OR4A47,OR11-113,OR4A47,NA,NA,OR4A47
TRIM49B,-,TRIM49B,NA,NA,TRIM49B
TRIM64C,-,TRIM64C,NA,NA,TRIM64C
FOLH1,FGCP,FOLH1,FOLH1,FOLH1,FOLH1
FOLH1,FOLH,FOLH1,FOLH1,FOLH1,FOLH1
FOLH1,GCP2,FOLH1,FOLH1,FOLH1,FOLH1
FOLH1,GCPII,FOLH1,FOLH1,FOLH1,FOLH1
FOLH1,NAALAD1,FOLH1,FOLH1,FOLH1,FOLH1
FOLH1,NAALADASE,FOLH1,FOLH1,FOLH1,FOLH1
FOLH1,PSM,FOLH1,FOLH1,FOLH1,FOLH1
FOLH1,PSMA,FOLH1,FOLH1,FOLH1,FOLH1
FOLH1,MGCP,FOLH1,FOLH1,FOLH1,FOLH1
LOC101060256,NA,LOC101060256,NA,NA,NA
OR4C13,-,OR4C13,NA,NA,OR4C13
OR4C12,OR11-259,OR4C12,NA,NA,OR4C12
OR4A5,OR11-111,OR4A5,NA,NA,OR4A5
OR4C46,-,OR4C46,NA,NA,OR4C46
TRIM48,RNF101,TRIM48,NA,TRIM48,TRIM48
OR4A16,OR11-117,OR4A16,NA,NA,OR4A16
OR4A16,OR4A16Q,OR4A16,NA,NA,OR4A16
OR4A15,OR11-118,OR4A15,NA,NA,OR4A15
OR4C15,OR11-127,OR4C15,NA,NA,OR4C15
OR4C15,OR11-134,OR4C15,NA,NA,OR4C15
OR4C16,OR11-135,OR4C16,NA,NA,OR4C16
OR4C11,OR11-136,OR4C11,NA,NA,OR4C11
OR4C11,OR4C11P,OR4C11,NA,NA,OR4C11
OR4P4,OR4P3P,OR4P4,NA,NA,OR4P4
OR4S2,OR11-137,OR4S2,NA,NA,OR4S2
OR4S2,OR4S2P,OR4S2,NA,NA,OR4S2
OR4S2,OST725,OR4S2,NA,NA,OR4S2
OR4C6,OR11-138,OR4C6,NA,NA,OR4C6
OR5D13,-,OR5D13,NA,NA,OR5D13
OR5D14,OR11-141,OR5D14,NA,NA,OR5D14
OR5D14,OR11-150,OR5D14,NA,NA,OR5D14
OR5L1,OR11-151,OR5L1,NA,NA,OR5L1
OR5L1,OST262,OR5L1,NA,NA,OR5L1
OR5D18,OR11-143,OR5D18,NA,NA,OR5D18
OR5L2,HSHTPCRX16,OR5L2,NA,NA,OR5L2
OR5L2,HTPCRX16,OR5L2,NA,NA,OR5L2
OR5L2,OR11-153,OR5L2,NA,NA,OR5L2
OR5D16,OR11-154,OR5D16,NA,NA,OR5D16
TRIM51,SPRYD5,TRIM51,NA,NA,TRIM51
TRIM51,TRIM51A,TRIM51,NA,NA,TRIM51
OR5W2,OR5W2P,OR5W2,NA,NA,OR5W2
OR5W2,OR5W3P,OR5W2,NA,NA,OR5W2
OR5I1,HSOLF1,OR5I1,NA,NA,OR5I1
OR5I1,OLF1,OR5I1,NA,NA,OR5I1
OR10AG1,OR11-160,OR10AG1,NA,NA,OR10AG1
OR5F1,OR11-10,OR5F1,NA,NA,OR5F1
OR5AS1,OR11-168,OR5AS1,NA,NA,OR5AS1
OR8I2,OR11-170,OR8I2,NA,NA,OR8I2
OR8H2,OR11-171,OR8H2,NA,NA,OR8H2
OR8H3,OR11-172,OR8H3,NA,NA,OR8H3
OR8J3,OR11-173,OR8J3,NA,NA,OR8J3
OR8K5,OR11-174,OR8K5,NA,NA,OR8K5
OR5J2,OR11-266,OR5J2,NA,NA,OR5J2
OR5T2,OR11-177,OR5T2,NA,NA,OR5T2
OR5T3,OR11-178,OR5T3,NA,NA,OR5T3
OR5T3,OR5T3Q,OR5T3,NA,NA,OR5T3
OR5T1,OR11-179,OR5T1,NA,NA,OR5T1
OR5T1,OR5T1P,OR5T1,NA,NA,OR5T1
OR8H1,OR11-180,OR8H1,NA,NA,OR8H1
OR8K3,OR11-181,OR8K3,NA,NA,OR8K3
OR8K1,OR11-182,OR8K1,NA,NA,OR8K1
OR8K1,OR8N1P,OR8K1,NA,NA,OR8K1
OR8J1,OR11-183,OR8J1,NA,NA,OR8J1
OR8U1,-,OR8U1,NA,NA,OR8U1
OR5R1,OR11-185,OR5R1,NA,NA,OR5R1
OR5R1,OR5R1P,OR5R1,NA,NA,OR5R1
