gene_symbol,Howard_pvalue,gene_name.x,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_p,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,gene_name.y,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
ZSCAN16,6.6456e-13,zinc finger and SCAN domain containing 16,----,+++-+-+-,Filtered_Out,0.757602409099833,0.354156909030448,-,0.708,0.149774285733643,0.180279895684099,Ramaker,191,1,-0.0416,0.496,0.612,zinc finger and SCAN domain containing 16,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Not_Available,Not_Available,Not_Available,Not_Available
MOB4,6.0861e-07,"MOB family member 4, phocein",-+++,++++----,Not_Available,0.362098604226009,0.941278466692239,+,0.724,0.140143153581726,0.160268535,Labonte,195,1,-0.0416,0.496,Not_Available,"MOB family member 4, phocein",medial geniculate complex,medial geniculate complex <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,medial geniculate complex < dorsal thalamus,Cholinergic and monoaminergic neurons,3.75319945850413,Sympathetic noradrenergic neurons,2.82015204088842
SLC17A3,1.6689e-07,solute carrier family 17 member 3,-+-+,Not_Available,Filtered_Out,0.751925188192499,0.371844139332066,-,0.744,0.128609063411808,0.48105241729751,Ramaker,200,1,-0.0416,0.496,0.541,solute carrier family 17 member 3,VIIB,VIIB <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIB <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon projecting excitatory neurons,4.85702161027097,Telencephalon projecting excitatory neurons,5.30564455534324
RFWD2,7.0007e-09,Not_Available,Not_Available,Not_Available,Not_Available,0.373247642705913,0.718724701380337,+,0.746,0.126972930773643,0.149535393,Ding,201,1,-0.0416,0.496,0.202,Not_Available,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Hindbrain neurons,2.96357533863596,Peripheral sensory neurofilament neurons,2.97425684266462
ANKK1,5.1735e-09,ankyrin repeat and kinase domain containing 1,+---,Missing_P_Values,Filtered_Out,0.702408276997301,0.382550909475791,-,0.765,0.116280765543953,0.433844549461436,Ramaker,206,1,-0.0416,0.496,Not_Available,ankyrin repeat and kinase domain containing 1,IV,IV <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Ependymal cells,4.87196949618744,Ependymal cells,5.14854861636551
SCAI,1.1937e-07,suppressor of cancer cell invasion,-+++,-+-+--+-,Not_Available,0.624119306630681,0.386322926130632,-,0.773,0.112019522449076,0.043465103,Labonte,208,1,-0.0416,0.496,0.677,suppressor of cancer cell invasion,cuneus striate,cuneus striate <  cuneus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,cuneus striate <  cuneus  < occipital lobe,Cholinergic and monoaminergic neurons,2.94660481436602,Cholinergic and monoaminergic neurons,3.17519641074897
OTX2,8.9134e-07,orthodenticle homeobox 2,-+--,Missing_P_Values,Filtered_Out,0.685877651567849,0.3965132226629,-,0.793,0.100712329873359,0.44509603350829,Ramaker,213,1,-0.0416,0.496,0.728,orthodenticle homeobox 2,superior colliculus,superior colliculus <  midbrain tectum  <  mesencephalon  < gray matter,superior colliculus < midbrain tectum,Choroid epithelial cells,5.19914973565724,Choroid epithelial cells,5.67783562285583
CELF4,8.7511e-10,CUGBP Elav-like family member 4,+--+,+----+++,-+-+-+,0.452322002446849,0.400045333975398,-,0.8,0.0968607950586651,0.032633708,Not_Available,215,1,-0.0416,0.496,0.739,CUGBP Elav-like family member 4,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.77580205597784,Cholinergic and monoaminergic neurons,3.48238762624301
TAL1,5.7321e-07,"TAL bHLH transcription factor 1, erythroid differentiation factor",---+,++++++++,Filtered_Out,0.404454423148983,0.629031278336985,+,0.809,0.0921004150752688,0.089993282,Labonte,218,1,-0.0416,0.496,0.888,"TAL bHLH transcription factor 1, erythroid differentiation factor",superior olivary complex,superior olivary complex <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,superior olivary complex < pontine tegmentum,Di- and mesencephalon inhibitory neurons,4.97522784901096,Di- and mesencephalon inhibitory neurons,5.43065221780771
ABT1,1.1641e-07,activator of basal transcription 1,+-++,-++--+++,+--+--,0.411915028149063,0.734237324229976,+,0.824,0.0841623674581349,0.033619569,Ding,222,1,-0.0416,0.496,0.116,activator of basal transcription 1,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Schwann cells,4.93427405180596,Sympathetic cholinergic neurons,3.52763677445576
TENM2,2.767e-14,teneurin transmembrane protein 2,++-+,----+++-,+++--+,0.76985237165519,0.411954584013132,-,0.824,0.0841206645156989,0.102256648,Not_Available,222,1,-0.0416,0.496,0.975,teneurin transmembrane protein 2,cuneus striate,cuneus striate <  cuneus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,cuneus striate <  cuneus  < occipital lobe,Cholinergic and monoaminergic neurons,3.09093088910256,Cholinergic and monoaminergic neurons,3.35455660793708
LRP1B,2.7253e-09,LDL receptor related protein 1B,++-+,++----+-,-++++-,0.419155987867916,0.638982218219337,+,0.838,0.0765943296675523,0.069996161,Ding,226,1,-0.0416,0.496,0.865,LDL receptor related protein 1B,parolfactory gyri,parolfactory gyri <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,parolfactory gyri < frontal lobe,Dentate gyrus granule neurons,2.87143582823708,Dentate gyrus granule neurons,3.14664401885536
KIF15,3.6765e-08,kinesin family member 15,+--+,+++-+-+-,Filtered_Out,0.422627197549679,0.911097585918148,+,0.845,0.0730125623398499,0.141769699,Labonte,227,1,-0.0416,0.496,0.953,kinesin family member 15,lingual gyrus striate,lingual gyrus striate <  lingual gyrus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,lingual gyrus striate <  lingual gyrus  < occipital lobe,Oligodendrocyte precursor cells,5.2283916162307,Oligodendrocyte precursor cells,5.64112714107512
PSORS1C2,2.9773e-07,psoriasis susceptibility 1 candidate 2,+-+-,Not_Available,Filtered_Out,0.611643784358179,0.426154901419567,-,0.852,0.069402516491744,0.437297650252823,Ramaker,229,1,-0.0416,0.496,0.622,psoriasis susceptibility 1 candidate 2,lateral parabrachial nucleus,lateral parabrachial nucleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,lateral parabrachial nucleus < pontine tegmentum,Vascular endothelial cells,4.61719413561084,Vascular endothelial cells,5.0468346698786
CNTN5,3.6605e-07,contactin 5,-+++,++-++++-,Filtered_Out,0.431265324436113,0.877314414689715,+,0.863,0.0642254639073336,0.155386279,Labonte,232,1,-0.0416,0.496,0.584,contactin 5,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Telencephalon projecting inhibitory neurons,3.03734820226223,Enteric neurons,4.74784998801108
SHISA9,8.9846e-17,shisa family member 9,+-++,---++-+-,Not_Available,0.670361534626774,0.431514395706777,-,0.863,0.063974715590168,0.083300143,Labonte,232,1,-0.0416,0.496,0.755,shisa family member 9,lateral mammillary nucleus,lateral mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,lateral mammillary nucleus <  mammillary body  < mammillary region,Glutamatergic neuroblasts,3.68661985995387,Glutamatergic neuroblasts,3.55297161097771
HIST1H4L,6.1718e-11,Not_Available,--+-,Not_Available,Filtered_Out,0.523291735574818,0.43428518436936,-,0.869,0.0611949906688979,0.400202223329163,Ramaker,234,1,-0.0416,0.496,0.187,Not_Available,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Enteric glia,4.46202988635943,Enteric neurons,5.67366036980197
CCDC36,6.5734e-07,Not_Available,--++,+++--+-+,Filtered_Out,0.451424502092872,0.90498320607989,+,0.903,0.0443848766325158,0.232396459,Labonte,243,1,-0.0416,0.496,0.054,Not_Available,globose nucleus,globose nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,globose nucleus < cerebellar nuclei,Spinal cord inhibitory neurons,2.74744604977119,Spinal cord inhibitory neurons,2.89073800123078
TCTEX1D1,6.7014e-08,Tctex1 domain containing 1,++++,--+-++--,Filtered_Out,0.451492102507952,0.66084633860052,+,0.903,0.0443198462916209,0.148255541326238,Ramaker,243,1,-0.0416,0.496,0.518,Tctex1 domain containing 1,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Ependymal cells,5.49021351946159,Ependymal cells,5.78194929693987
TMEM67,3.3829e-07,transmembrane protein 67,+--+,+++-++--,Filtered_Out,0.553007379627773,0.461672377259145,-,0.923,0.0346361136765929,0.075254204,Labonte,248,1,-0.0416,0.496,0.566,transmembrane protein 67,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Ependymal cells,4.92843260898498,Ependymal cells,5.1952029590477
HMGN4,1.0652e-06,high mobility group nucleosomal binding domain 4,++++,+++-+---,---+-+,0.716892005566014,0.462840383206546,-,0.926,0.0335387598501039,0.059820225,Ding,249,1,-0.0416,0.496,0.208,high mobility group nucleosomal binding domain 4,lateral mammillary nucleus,lateral mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,lateral mammillary nucleus <  mammillary body  < mammillary region,Not_Available,Not_Available,Not_Available,Not_Available
PAX5,6.6739e-10,paired box 5,++++,Missing_P_Values,Filtered_Out,0.468213358937682,0.706206323243055,+,0.936,0.0285262036252375,0.711445910686,Ramaker,252,1,-0.0416,0.496,0.983,paired box 5,subcuneiform nucleus,subcuneiform nucleus <  midbrain reticular formation  <  midbrain tegmentum  <  mesencephalon  < gray matter,subcuneiform nucleus < midbrain reticular formation,Cholinergic and monoaminergic neurons,5.00774337238289,Cholinergic and monoaminergic neurons,5.46886575678045
LPIN3,1.0105e-06,lipin 3,+---,--++-+++,Filtered_Out,0.481880479717059,0.734610956714794,+,0.964,0.0160306703213233,0.170282089,Labonte,259,1,-0.0416,0.496,0.0659,lipin 3,oculomotor nuclear complex,oculomotor nuclear complex <  midbrain tegmentum  <  mesencephalon  < gray matter,oculomotor nuclear complex < midbrain tegmentum,Vascular and leptomeningeal cells,4.95893978803052,Vascular and leptomeningeal cells,5.39737143526353
SLC44A4,7.984e-07,solute carrier family 44 member 4,+---,Not_Available,Filtered_Out,0.684470537951627,0.495355274221683,-,0.991,0.00405321289686336,0.759717334115505,Ramaker,267,1,-0.0416,0.496,0.863,solute carrier family 44 member 4,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Subcommissural organ hypendymal cells,5.36266914880441,Subcommissural organ hypendymal cells,5.85408230025674
PGBD1,5.9534e-14,piggyBac transposable element derived 1,++--,+++-+---,---++-,0.654412418100972,0.66417095259488,+,1,0,0.026048315,Ding,269,1,-0.0416,0.496,0.438,piggyBac transposable element derived 1,VIIB,VIIB <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIB <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,2.54124528680014,Cholinergic and monoaminergic neurons,2.67936848883206
B3GALTL,5.6953e-12,Not_Available,Not_Available,Not_Available,Not_Available,0.514527425096772,0.510285084858881,-,1,0,0.225683521,Ding,269,1,-0.0416,0.496,Not_Available,Not_Available,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,Not_Available,Not_Available,Not_Available,Not_Available
ZSCAN26,8.5081e-12,zinc finger and SCAN domain containing 26,-+++,++--+++-,---+++,0.871684913246084,0.607888195545145,-,1,0,0.134695412,Not_Available,269,1,-0.0416,0.496,0.22,zinc finger and SCAN domain containing 26,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,4.0160175318489,Hindbrain neurons,3.89453876391377
SPPL3,2.8497e-10,signal peptide peptidase like 3,-++-,++-----+,Not_Available,0.820619127024349,0.598692198068026,-,1,0,0.078087774,Labonte,269,1,-0.0416,0.496,0.373,signal peptide peptidase like 3,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Cholinergic and monoaminergic neurons,3.6523698477599,Peripheral sensory neurofilament neurons,2.35524857505318
ZKSCAN7,5.1089e-10,zinc finger with KRAB and SCAN domains 7,++++,+-+-+---,Filtered_Out,0.583385539520731,0.666972176817366,+,1,0,0.179497663,Labonte,269,1,-0.0416,0.496,0.788,zinc finger with KRAB and SCAN domains 7,IX,IX <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Hindbrain neurons,4.76743992832076,Hindbrain neurons,4.64540988182165
NRG1,9.6427e-10,neuregulin 1,+++-,-------+,+++++-,0.561840507795804,0.636744857611111,+,1,0,0.09318633,Ding,269,1,-0.0416,0.496,0.928,neuregulin 1,basal nucleus of meynert,basal nucleus of meynert <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,basal nucleus of meynert <  substantia innominata  < basal forebrain,Not_Available,Not_Available,Not_Available,Not_Available
GPC6,1.5958e-09,glypican 6,-+++,+++-+---,--++-+,0.767563983611747,0.795586332778966,+,1,0,0.228682959,Ding,269,1,-0.0416,0.496,0.914,glypican 6,locus ceruleus,locus ceruleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,locus ceruleus < pontine tegmentum,Hindbrain neurons,2.53277130763208,Enteric neurons,5.31693731683651
XRCC3,3.7865e-09,X-ray repair cross complementing 3,----,-+--++++,Filtered_Out,0.837396104772103,0.621065478890098,-,1,0,0.470580959,Labonte,269,1,-0.0416,0.496,0.396,X-ray repair cross complementing 3,IX,IX <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Oligodendrocytes,3.64606996247222,Oligodendrocytes,3.9863850444926
TTC12,8.3834e-09,tetratricopeptide repeat domain 12,+---,+++-++-+,Filtered_Out,0.677396163321346,0.629357428939909,-,1,0,0.118917823,Labonte,269,1,-0.0416,0.496,0.704,tetratricopeptide repeat domain 12,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Ependymal cells,5.46313766641445,Ependymal cells,5.77921636202419
APOPT1,9.2647e-09,Not_Available,+---,+-+-+-++,Not_Available,0.745414011049543,0.503716327899506,-,1,0,0.214925128687013,Ramaker,269,1,-0.0416,0.496,0.261,Not_Available,supramarginal gyrus superior bank of gyrus,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  < parietal lobe,Telencephalon projecting excitatory neurons,2.73240326791983,Sympathetic cholinergic neurons,3.86919343832108
NKAPL,3.8381e-08,NFKB activating protein like,--+-,+-+----+,Filtered_Out,0.668640975748104,0.870538626092806,+,1,0,0.330396862,Labonte,269,1,-0.0416,0.496,0.311,NFKB activating protein like,principal sensory nucleus of trigeminal nerve,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,Ependymal cells,4.89306033512525,Ependymal cells,5.08271211725339
ELAVL2,9.0043e-08,ELAV like RNA binding protein 2,++++,------+-,---+-+,0.7594729341422,0.561684459733083,-,1,0,0.115659082,Ding,269,1,-0.0416,0.496,0.926,ELAV like RNA binding protein 2,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Cholinergic and monoaminergic neurons,4.4912440824609,Cholinergic and monoaminergic neurons,3.95611796344017
FHIT,2.736e-07,fragile histidine triad diadenosine triphosphatase,--+-,-++-+---,++----,0.804557618071047,0.776206443859201,-,1,0,0.183554877,Labonte,269,1,-0.0416,0.496,0.884,fragile histidine triad diadenosine triphosphatase,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Choroid epithelial cells,5.46728167797121,Choroid epithelial cells,5.60848901548749
ASIC2,3.7694e-07,acid sensing ion channel subunit 2,+++-,---+-+++,Filtered_Out,0.841275767865002,0.578202395831813,-,1,0,0.264999577,Labonte,269,1,-0.0416,0.496,0.365,acid sensing ion channel subunit 2,nucleus of the diagonal band horizontal division,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  < basal forebrain,Cholinergic and monoaminergic neurons,4.82497568531923,Peripheral sensory non-peptidergic neurons,3.67800059222537
PCDHA5,4.2994e-07,protocadherin alpha 5,++++,+---+-+-,Filtered_Out,0.708777806541867,0.604349502637559,-,1,0,0.197965233,Labonte,269,1,-0.0416,0.496,0.168,protocadherin alpha 5,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Telencephalon projecting excitatory neurons,3.09301432512295,Telencephalon projecting excitatory neurons,3.15373800849243
PCDHA6,6.7865e-07,protocadherin alpha 6,++++,+-++----,Filtered_Out,0.623109255597484,0.55565772049524,-,1,0,0.162243976,Labonte,269,1,-0.0416,0.496,0.054,protocadherin alpha 6,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.77894434775695,Cholinergic and monoaminergic neurons,5.12142141974706
HTT,8.8516e-07,huntingtin,++++,----++++,Not_Available,0.566000340009216,0.592622940299717,+,1,0,0.057434382,Labonte,269,1,-0.0416,0.496,0.321,huntingtin,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Cholinergic and monoaminergic neurons,3.05514778378566,Cholinergic and monoaminergic neurons,2.63698335319815
SIM1,1.468e-06,SIM bHLH transcription factor 1,++-+,Not_Available,Filtered_Out,0.606398268926479,0.576028920519984,-,1,0,0.855166613283656,Ramaker,269,1,-0.0416,0.496,0.05,SIM bHLH transcription factor 1,paraventricular nucleus of the hypothalamus,paraventricular nucleus of the hypothalamus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,paraventricular nucleus of the hypothalamus < anterior hypothalamic region,Peptidergic neurons,5.56769688705994,Peptidergic neurons,6.081771755902
ITGB6,2.0305e-06,integrin subunit beta 6,++--,Missing_P_Values,Filtered_Out,0.617619891168145,0.567394116962596,-,1,0,0.858660965770931,Ramaker,269,1,-0.0416,0.496,0.971,integrin subunit beta 6,bed nucleus of stria terminalis,bed nucleus of stria terminalis <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,bed nucleus of stria terminalis <  substantia innominata  < basal forebrain,Choroid epithelial cells,5.16795646015945,Enteric neurons,5.12420563011828
ANKHD1,2.0799e-06,ankyrin repeat and KH domain containing 1,-+--,+-+--+--,Filtered_Out,0.817820690877461,0.558790095970015,-,1,0,0.154516459,Labonte,269,1,-0.0416,0.496,Not_Available,ankyrin repeat and KH domain containing 1,IV lateral hemisphere,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,3.52796464439445,Enteric neurons,3.36518049160504
IK,2.3173e-06,IK cytokine,+-+-,+-+-++++,+-+-++,0.781570305038855,0.723327089654729,-,1,0,0.117310674,Ding,269,1,-0.0416,0.496,0.161,IK cytokine,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,2.60727674107684,Sympathetic cholinergic neurons,2.48710849996183
ANKHD1-EIF4EBP3,2.5326e-06,ANKHD1-EIF4EBP3 readthrough,-++-,--+-+---,Not_Available,0.837741895168652,0.524800066429022,-,1,0,0.302790353,Labonte,269,1,-0.0416,0.496,Not_Available,ANKHD1-EIF4EBP3 readthrough,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,3.52796464439445,Enteric neurons,3.36518049160504
