gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
ZKSCAN7,5.11e-10,zinc finger with KRAB and SCAN domains 7,-+,--++,Filtered_Out,0.62736662619875,0.556907728439677,-,1,0,0.166059223,Labonte,269,1,-0.00264,0.966,0.788,IX,IX <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Hindbrain neurons,4.76743992832076,Hindbrain neurons,4.64540988182165
LIN28B,6.57e-10,lin-28 homolog B,-+,---+,Filtered_Out,0.507722286141515,0.741431050578911,+,1,0,0.287288888,Labonte,269,1,-0.00264,0.966,0.913,preoptic region,preoptic region <  hypothalamus  <  diencephalon  < gray matter,preoptic region < hypothalamus,Cholinergic and monoaminergic neurons,4.06515548838301,Cholinergic and monoaminergic neurons,3.59561227412821
PAX6,1.67e-09,paired box 6,++,+---,+-,0.618128581467512,0.751044310595902,+,1,0,0.12640285,Labonte,269,1,-0.00264,0.966,0.825,IX paravermis,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Subcommissural organ hypendymal cells,3.57040004683164,Subcommissural organ hypendymal cells,3.87975115204495
TRMT61A,3.68e-09,tRNA methyltransferase 61A,++,+-+-,Not_Available,0.59231839739167,0.792966636416456,+,1,0,0.712301461962134,Ramaker,269,1,-0.00264,0.966,0.267,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Telencephalon projecting excitatory neurons,2.59218425815502,Sympathetic cholinergic neurons,4.17273728456568
XRCC3,3.79e-09,X-ray repair cross complementing 3,--,--++,Filtered_Out,0.786878213972266,0.610848342884378,-,1,0,0.748804559827586,Ramaker,269,1,-0.00264,0.966,0.396,IX,IX <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Oligodendrocytes,3.64606996247222,Oligodendrocytes,3.9863850444926
AREL1,3.04e-08,apoptosis resistant E3 ubiquitin protein ligase 1,+-,+++-,++,0.763646707272129,0.616737087173222,-,1,0,0.415720835539232,Ramaker,269,1,-0.00264,0.966,0.305,V,V <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon projecting inhibitory neurons,3.74135869975321,Sympathetic noradrenergic neurons,3.69940043835784
NKAPL,3.84e-08,NFKB activating protein like,-+,+--+,Filtered_Out,0.570595660513354,0.663660943080104,+,1,0,0.213760906,Labonte,269,1,-0.00264,0.966,0.311,principal sensory nucleus of trigeminal nerve,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,Ependymal cells,4.89306033512525,Ependymal cells,5.08271211725339
ABT1,1.16e-07,activator of basal transcription 1,++,--++,+-,0.675593501746178,0.774386760558857,+,1,0,0.344616377,Labonte,269,1,-0.00264,0.966,0.116,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Schwann cells,4.93427405180596,Sympathetic cholinergic neurons,3.52763677445576
HTT,8.85e-07,huntingtin,+-,---+,Not_Available,0.84769254514109,0.506139283560217,-,1,0,0.609039113999434,Ramaker,269,1,-0.00264,0.966,0.321,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Cholinergic and monoaminergic neurons,3.05514778378566,Cholinergic and monoaminergic neurons,2.63698335319815
ETFDH,1.44e-06,electron transfer flavoprotein dehydrogenase,--,+++-,-+,0.555780593603766,0.830473635672346,+,1,0,0.193017828,Labonte,269,1,-0.00264,0.966,0.678,globus pallidus internal segment,globus pallidus internal segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus internal segment <  globus pallidus  < basal ganglia,Choroid epithelial cells,3.66003261839083,Sympathetic cholinergic neurons,4.06593704014729
RABEPK,1.56e-06,Rab9 effector protein with kelch motifs,-+,--++,-+,0.590610244141476,0.546435079709156,-,1,0,0.12550721,Ding,269,1,-0.00264,0.966,0.136,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Telencephalon inhibitory interneurons,1.92644249067401,Sympathetic cholinergic neurons,3.30391231298682
TOP1,1.66e-06,DNA topoisomerase I,--,+-++,-+,0.701689942900485,0.625031078146997,-,1,0,0.313267425,Labonte,269,1,-0.00264,0.966,0.618,VIIIA,VIIIA <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIA <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon projecting excitatory neurons,2.33332609832124,Enteric neurons,2.45826485904618
GINM1,2.54e-06,glycoprotein integral membrane 1,-+,++--,+-,0.554920660246262,0.789498494418001,+,1,0,0.300780524,Not_Available,269,1,-0.00264,0.966,0.416,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Pericytes,2.40051457932679,Sympathetic noradrenergic neurons,4.30444805665209
C1QTNF7,2.61e-06,C1q and TNF related 7,-+,--+-,Filtered_Out,0.83690517519735,0.53912978609891,-,1,0,0.603750141,Labonte,269,1,-0.00264,0.966,0.915,central nucleus,central nucleus <  amygdala  <  cerebral nuclei  <  telencephalon  < gray matter,central nucleus < amygdala,Vascular smooth muscle cells,5.39118336166938,Sympathetic cholinergic neurons,5.94818233010013
