gene_symbol,Howard_pvalue,gene_name.x,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_p,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,gene_name.y,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
DENND1B,1.4541e-08,DENN domain containing 1B,+-+,-++--+,+--+,0.493738392022938,0.354771275682097,-,0.71,0.149021554725835,0.091559176,Ding,191,1,-0.082,0.18,0.879,DENN domain containing 1B,abducens nucleus,abducens nucleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,abducens nucleus < pontine tegmentum,Hindbrain neurons,3.41860921719115,Hindbrain neurons,2.8469905646128
KDM3A,1.7641e-09,lysine demethylase 3A,--+,+++-++,Not_Available,0.357926144983393,0.570201177634009,+,0.716,0.145176581421556,0.139606562,Labonte,193,1,-0.082,0.18,0.316,lysine demethylase 3A,globus pallidus internal segment,globus pallidus internal segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus internal segment <  globus pallidus  < basal ganglia,Ependymal cells,3.98128113265545,Ependymal cells,3.59907718503345
ANKHD1-EIF4EBP3,2.5326e-06,ANKHD1-EIF4EBP3 readthrough,--+,--+---,Not_Available,0.361829306155655,0.389757649597447,+,0.724,0.140466264956932,0.0304373053120771,Ramaker,195,1,-0.082,0.18,Not_Available,ANKHD1-EIF4EBP3 readthrough,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,3.52796464439445,Enteric neurons,3.36518049160504
ZFHX4,5.2705e-09,zinc finger homeobox 4,-+-,--+-++,+--+,0.930191061738607,0.369819336456781,-,0.74,0.130980389300498,0.025295412,Ding,199,1,-0.082,0.18,0.799,zinc finger homeobox 4,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Cholinergic and monoaminergic neurons,4.59560279366769,Cholinergic and monoaminergic neurons,4.22953199576822
RBMS3,7.3116e-07,RNA binding motif single stranded interacting protein 3,--+,++--++,Filtered_Out,0.37627600944053,0.678154928901273,+,0.753,0.123463474827566,0.14165621,Labonte,202,1,-0.082,0.18,0.927,RNA binding motif single stranded interacting protein 3,medial mammillary nucleus,medial mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,medial mammillary nucleus <  mammillary body  < mammillary region,Cholinergic and monoaminergic neurons,4.58825511219871,Enteric neurons,3.2617952846437
ACTL8,6.0564e-07,actin like 8,++-,Not_Available,Filtered_Out,0.41007971799396,0.377843945410448,-,0.756,0.121657536882132,0.137500407594929,Ramaker,203,1,-0.082,0.18,0.466,actin like 8,globose nucleus,globose nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,globose nucleus < cerebellar nuclei,Not_Available,Not_Available,Not_Available,Not_Available
FHIT,2.736e-07,fragile histidine triad diadenosine triphosphatase,-+-,-++-+-,++--,0.51492451612044,0.389874618310414,-,0.78,0.108045041747508,0.05022397,Ding,210,1,-0.082,0.18,0.884,fragile histidine triad diadenosine triphosphatase,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Choroid epithelial cells,5.46728167797121,Choroid epithelial cells,5.60848901548749
ERBB4,1.2937e-13,erb-b2 receptor tyrosine kinase 4,--+,++--+-,+--+,0.392054777972233,0.654750401406478,+,0.784,0.105623253363935,0.0625906272235383,Ramaker,211,1,-0.082,0.18,0.894,erb-b2 receptor tyrosine kinase 4,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Telencephalon inhibitory interneurons,4.38370811436805,Telencephalon inhibitory interneurons,4.76943202691819
RAB3B,1.6111e-06,"RAB3B, member RAS oncogene family",-++,+-+-+-,++--,0.917476752342237,0.396457055259115,-,0.793,0.10077385347455,0.096407959,Ding,213,1,-0.082,0.18,0.954,"RAB3B, member RAS oncogene family",nucleus of the diagonal band horizontal division,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  < basal forebrain,Glutamatergic neuroblasts,3.48750037565414,Sympathetic noradrenergic neurons,5.81980021903417
CKB,1.7557e-08,creatine kinase B,++-,++----,-+++,0.403200299099116,0.405237677551785,+,0.806,0.0934491587332535,0.0444955040851867,Ramaker,217,1,-0.082,0.18,0.864,creatine kinase B,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Subcommissural organ hypendymal cells,2.33869058684455,Peripheral sensory neurofilament neurons,2.2233114665496
HLA-DQA1,6.0561e-07,"major histocompatibility complex, class II, DQ alpha 1",---,+++--+,Not_Available,0.647352979403193,0.406581353336624,-,0.813,0.0898225472221598,0.146019275111801,Ramaker,219,1,-0.082,0.18,0.999,"major histocompatibility complex, class II, DQ alpha 1",supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Perivascular macrophages,4.99698634411188,Perivascular macrophages,5.00429757573023
FADS2,1.9429e-08,fatty acid desaturase 2,+-+,+-+-++,+---,0.50292949389099,0.416517464268312,-,0.833,0.0793367885659685,0.098074813,Ding,224,1,-0.082,0.18,0.768,fatty acid desaturase 2,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Satellite glia,4.9914512447236,Satellite glia,5.30636788248189
C16orf45,1.8617e-09,Not_Available,++-,---+-+,---+,0.417776082208567,0.74784775760346,+,0.836,0.0780264314542294,0.0458595987791375,Ramaker,225,1,-0.082,0.18,0.584,Not_Available,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.84324967130112,Cholinergic and monoaminergic neurons,2.31248811378339
PAX6,1.6677e-09,paired box 6,+++,+-+-+-,--+-,0.611629127035284,0.426952505313866,-,0.854,0.0685904380401121,0.052480524,Ding,230,1,-0.082,0.18,0.825,paired box 6,IX paravermis,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Subcommissural organ hypendymal cells,3.57040004683164,Subcommissural organ hypendymal cells,3.87975115204495
TMEM67,3.3829e-07,transmembrane protein 67,+--,+++-++,Filtered_Out,0.827714049728275,0.435810129964319,-,0.872,0.0596726835738418,0.075254204,Labonte,234,1,-0.082,0.18,0.566,transmembrane protein 67,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Ependymal cells,4.92843260898498,Ependymal cells,5.1952029590477
TYR,6.9688e-09,tyrosinase,++-,Not_Available,Filtered_Out,0.51978488011676,0.437286589611895,-,0.875,0.0582038454152584,0.227755585785281,Ramaker,235,1,-0.082,0.18,0.504,tyrosinase,inferior temporal gyrus lateral bank of gyrus,inferior temporal gyrus lateral bank of gyrus <  inferior temporal gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,inferior temporal gyrus lateral bank of gyrus <  inferior temporal gyrus  < temporal lobe,Spinal cord inhibitory neurons,5.07894124481043,Spinal cord inhibitory neurons,5.43895820048014
BTN1A1,7.3965e-09,butyrophilin subfamily 1 member A1,+-+,Not_Available,Filtered_Out,0.4408326111219,0.691349477447444,+,0.882,0.0546962898479598,0.350908212146621,Ramaker,237,1,-0.082,0.18,0.0995,butyrophilin subfamily 1 member A1,CA2 field,CA2 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA2 field <  hippocampal formation  < limbic lobe,Di- and mesencephalon inhibitory neurons,3.97528722444647,Di- and mesencephalon inhibitory neurons,4.33940339359627
OTX2,8.9134e-07,orthodenticle homeobox 2,--+,Missing_P_Values,Filtered_Out,0.441854238172431,0.449286690272538,+,0.884,0.0536909793256992,0.222323622996213,Ramaker,238,1,-0.082,0.18,0.728,orthodenticle homeobox 2,superior colliculus,superior colliculus <  midbrain tectum  <  mesencephalon  < gray matter,superior colliculus < midbrain tectum,Choroid epithelial cells,5.19914973565724,Choroid epithelial cells,5.67783562285583
IK,2.3173e-06,IK cytokine,++-,+-+-++,+-++,0.444530005092548,0.781411225199094,+,0.889,0.0510689238299549,0.043139419,Ding,239,1,-0.082,0.18,0.161,IK cytokine,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,2.60727674107684,Sympathetic cholinergic neurons,2.48710849996183
ZSCAN9,8.2837e-13,zinc finger and SCAN domain containing 9,--+,-++-++,Filtered_Out,0.459788701278044,0.795802147490795,+,0.92,0.0364117095056054,0.159092371,Labonte,247,1,-0.082,0.18,0.315,zinc finger and SCAN domain containing 9,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
SCAI,1.1937e-07,suppressor of cancer cell invasion,-++,-+-+--,Not_Available,0.718383730225324,0.46102667896233,-,0.922,0.0352439462112985,0.102441871,Labonte,248,1,-0.082,0.18,0.677,suppressor of cancer cell invasion,cuneus striate,cuneus striate <  cuneus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,cuneus striate <  cuneus  < occipital lobe,Cholinergic and monoaminergic neurons,2.94660481436602,Cholinergic and monoaminergic neurons,3.17519641074897
CDH9,9.6964e-07,cadherin 9,-++,+----+,++--,0.798229946241174,0.475281171062731,-,0.951,0.0220193948919475,0.066847867,Labonte,256,1,-0.082,0.18,0.0139,cadherin 9,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Dentate gyrus granule neurons,4.0007858698079,Dentate gyrus granule neurons,3.53243921491756
DCC,2.5652e-14,DCC netrin 1 receptor,+++,----++,Filtered_Out,0.481585310307523,0.707322359023423,+,0.963,0.0162967730747915,0.216416082,Labonte,259,1,-0.082,0.18,0.787,DCC netrin 1 receptor,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Telencephalon projecting inhibitory neurons,3.58691690189963,Telencephalon projecting inhibitory neurons,3.86850836475096
USP3,2.4852e-06,ubiquitin specific peptidase 3,--+,+++-++,---+,0.485709406630356,0.744385976721746,+,0.971,0.0125934898930477,0.063627535,Labonte,261,1,-0.082,0.18,0.564,ubiquitin specific peptidase 3,V lateral hemisphere,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,2.61965211656607,Enteric neurons,3.21797612618307
CACNA1E,2.8558e-11,calcium voltage-gated channel subunit alpha1 E,-++,---+-+,+--+,0.485856416198182,0.622006843020638,+,0.972,0.0124620619587149,0.100340262,Ding,261,1,-0.082,0.18,0.753,calcium voltage-gated channel subunit alpha1 E,inferior olivary complex,inferior olivary complex <  myelencephalon  < gray matter,inferior olivary complex <  myelencephalon  < gray matter,Telencephalon projecting excitatory neurons,2.93957441095919,Telencephalon projecting excitatory neurons,3.11168061889145
GINM1,2.537e-06,glycoprotein integral membrane 1,--+,++++++,+-+-,0.493802503670235,0.884183081606343,+,0.988,0.00541671678099026,0.300780524,Not_Available,266,1,-0.082,0.18,0.416,glycoprotein integral membrane 1,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Pericytes,2.40051457932679,Sympathetic noradrenergic neurons,4.30444805665209
ABT1,1.1641e-07,activator of basal transcription 1,++-,-++---,+-+-,0.723809317451939,0.494327495752457,-,0.989,0.00495523663983778,0.033619569,Ding,266,1,-0.082,0.18,0.116,activator of basal transcription 1,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Schwann cells,4.93427405180596,Sympathetic cholinergic neurons,3.52763677445576
B3GALTL,5.6953e-12,Not_Available,Not_Available,Not_Available,Not_Available,0.495244422303166,0.587747380025932,+,0.99,0.00415041134521737,0.198315824,Ding,266,1,-0.082,0.18,Not_Available,Not_Available,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,Not_Available,Not_Available,Not_Available,Not_Available
ZNF35,4.6635e-07,zinc finger protein 35,--+,-++-+-,-++-,0.499847019511242,0.495299039631117,-,0.991,0.00410251843575679,0.107496142639362,Ramaker,266,1,-0.082,0.18,0.151,zinc finger protein 35,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Subcommissural organ hypendymal cells,2.00647657925701,Sympathetic cholinergic neurons,2.42941816107446
SORCS3,2.2733e-19,sortilin related VPS10 domain containing receptor 3,-++,+-++--,+-+-,0.561470172695577,0.668745748582009,+,1,0,0.115709925,Ding,269,1,-0.082,0.18,0.601,sortilin related VPS10 domain containing receptor 3,claustrum,claustrum <  cerebral nuclei  <  telencephalon  < gray matter,claustrum < cerebral nuclei,Cholinergic and monoaminergic neurons,4.41892358784785,Cholinergic and monoaminergic neurons,4.66244545834245
HIST1H1B,9.9717e-14,Not_Available,--+,Not_Available,Filtered_Out,0.710946083324329,0.512788678193326,-,1,0,0.664586800848877,Ramaker,269,1,-0.082,0.18,0.491,Not_Available,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
ZSCAN31,1.8159e-10,zinc finger and SCAN domain containing 31,--+,++--++,+++-,0.602840917363311,0.632699155379694,+,1,0,0.150119554545177,Ramaker,269,1,-0.082,0.18,0.551,zinc finger and SCAN domain containing 31,V lateral hemisphere,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
SPPL3,2.8497e-10,signal peptide peptidase like 3,-++,++--+-,Not_Available,0.797618973167342,0.809183815066919,+,1,0,0.513994888,Labonte,269,1,-0.082,0.18,0.373,signal peptide peptidase like 3,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Cholinergic and monoaminergic neurons,3.6523698477599,Peripheral sensory neurofilament neurons,2.35524857505318
TRMT61A,3.682e-09,tRNA methyltransferase 61A,++-,+++-+-,Not_Available,0.507177325616883,0.808365377840502,+,1,0,0.262672871547576,Ramaker,269,1,-0.082,0.18,0.267,tRNA methyltransferase 61A,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Telencephalon projecting excitatory neurons,2.59218425815502,Sympathetic cholinergic neurons,4.17273728456568
APOPT1,9.2647e-09,Not_Available,+--,+-+-++,Not_Available,0.814260603624098,0.500027374464142,-,1,0,0.130856528074296,Ramaker,269,1,-0.082,0.18,0.261,Not_Available,supramarginal gyrus superior bank of gyrus,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  < parietal lobe,Telencephalon projecting excitatory neurons,2.73240326791983,Sympathetic cholinergic neurons,3.86919343832108
SLC17A3,1.6689e-07,solute carrier family 17 member 3,--+,Not_Available,Filtered_Out,0.540081752236662,0.541548247888548,+,1,0,0.354308031548954,Ramaker,269,1,-0.082,0.18,0.541,solute carrier family 17 member 3,VIIB,VIIB <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIB <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon projecting excitatory neurons,4.85702161027097,Telencephalon projecting excitatory neurons,5.30564455534324
MARCH10,2.7587e-07,Not_Available,+++,+-+++-,Not_Available,0.591784896380686,0.649373278805788,+,1,0,0.096671949,Labonte,269,1,-0.082,0.18,0.2,Not_Available,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Ependymal cells,5.53509742832154,Ependymal cells,5.90134026945877
PMFBP1,3.6451e-07,polyamine modulated factor 1 binding protein 1,+++,+-+--+,Filtered_Out,0.786276966207978,0.774693450592884,-,1,0,0.314390977,Labonte,269,1,-0.082,0.18,0.356,polyamine modulated factor 1 binding protein 1,locus ceruleus,locus ceruleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,locus ceruleus < pontine tegmentum,Cholinergic and monoaminergic neurons,3.63211686499626,Peripheral sensory neurofilament neurons,5.32364599048966
CNTN5,3.6605e-07,contactin 5,--+,++-++-,Filtered_Out,0.547308092865997,0.697573296783589,+,1,0,0.176192494,Labonte,269,1,-0.082,0.18,0.584,contactin 5,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Telencephalon projecting inhibitory neurons,3.03734820226223,Enteric neurons,4.74784998801108
SOX6,4.167e-07,SRY-box transcription factor 6,--+,+++-+-,Filtered_Out,0.770073363423291,0.52212505319894,-,1,0,0.068401631,Labonte,269,1,-0.082,0.18,0.933,SRY-box transcription factor 6,nucleus of the diagonal band horizontal division,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  < basal forebrain,Oligodendrocyte precursor cells,3.45783989482686,Oligodendrocyte precursor cells,3.77243808724271
ZNF501,5.3546e-07,zinc finger protein 501,-++,--+---,Filtered_Out,0.651819219690981,0.683730558015157,+,1,0,0.247449900852923,Ramaker,269,1,-0.082,0.18,0.179,zinc finger protein 501,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
SLC44A4,7.984e-07,solute carrier family 44 member 4,+--,Not_Available,Filtered_Out,0.726457490529681,0.517872822106454,-,1,0,0.622678990397923,Ramaker,269,1,-0.082,0.18,0.863,solute carrier family 44 member 4,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Subcommissural organ hypendymal cells,5.36266914880441,Subcommissural organ hypendymal cells,5.85408230025674
LPIN3,1.0105e-06,lipin 3,+--,--++++,Filtered_Out,0.539209241110894,0.559342135222751,+,1,0,0.176988310112334,Ramaker,269,1,-0.082,0.18,0.0659,lipin 3,oculomotor nuclear complex,oculomotor nuclear complex <  midbrain tegmentum  <  mesencephalon  < gray matter,oculomotor nuclear complex < midbrain tegmentum,Vascular and leptomeningeal cells,4.95893978803052,Vascular and leptomeningeal cells,5.39737143526353
PCDHA7,2.2519e-06,protocadherin alpha 7,-++,-+--+-,Not_Available,0.649748375507816,0.727196915272131,+,1,0,0.30729888499638,Ramaker,269,1,-0.082,0.18,Not_Available,protocadherin alpha 7,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Hindbrain neurons,3.15661431335586,Hindbrain neurons,3.45083045485666
